[0]     ItemNum                 !ERROR! 7       item: ItemName                        ("name 'NoMatchError' is not defined",)
[1]     *crv 36 pk              !ERROR! 10      item: CRV $1.80                       ("name 'NoMatchError' is not defined",)
[2]     *crv05                  !ERROR! 6       item: CRV 5 cents                     ("name 'NoMatchError' is not defined",)
[3]     *crv1.75                !ERROR! 8       item: CRV $1.75                       ('EAN code can only contain numbers.',)
[4]     *crv10                  !ERROR! 6       item: CRV 10 cents                    ("name 'NoMatchError' is not defined",)
[5]     *crv100                 !ERROR! 7       item: CRV 1.00 cents                  ("name 'NoMatchError' is not defined",)
[6]     *crv120                 !ERROR! 7       item: CRV 1.20 cents                  ("name 'NoMatchError' is not defined",)
[7]     *crv150                 !ERROR! 7       item: CRV 1.50 cents                  ("name 'NoMatchError' is not defined",)
[8]     *crv20                  !ERROR! 6       item: CRV 20 cents                    ("name 'NoMatchError' is not defined",)
[9]     *crv200                 !ERROR! 7       item: CRV 2.00                        ("name 'NoMatchError' is not defined",)
[10]    *crv30                  !ERROR! 6       item: CRV 30 cents                    ("name 'NoMatchError' is not defined",)
[11]    *crv40                  !ERROR! 6       item: CRV 40 cents                    ("name 'NoMatchError' is not defined",)
[12]    *crv45                  !ERROR! 6       item: CRV 45 cents                    ("name 'NoMatchError' is not defined",)
[13]    *crv60                  !ERROR! 6       item: CRV 60 cents                    ("name 'NoMatchError' is not defined",)
[14]    *crv75                  !ERROR! 6       item: CRV 75 cents                    ("name 'NoMatchError' is not defined",)
[15]    *crv90                  !ERROR! 6       item: CRV 90 cents                    ("name 'NoMatchError' is not defined",)
[3128]  087447552156            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3129]  08755205                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3130]  08755603                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3131]  08767404                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3132]  087692000846            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3133]  087692001492            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3134]  087692003786            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3135]  087692004141            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3136]  087692004240            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3137]  087692004905            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3138]  087692006602            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3139]  087692006787            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3140]  087692006862            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3141]  087692007524            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3142]  087692008040            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3143]  087692008385            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3144]  087692009511            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3145]  087692009658            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3146]  087692009702            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3147]  087692009894            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3148]  087692009917            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3149]  087692010142            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3150]  087692010517            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3151]  087692010791            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3152]  087692010814            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3153]  087692011675            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3154]  087692011682            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3155]  087692011699            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3156]  087692011736            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3157]  087692011811            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3158]  087692011996            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3159]  087692012009            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3160]  087692012030            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3161]  087692012191            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3162]  087692012276            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3163]  087692012528            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3164]  087692012825            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3165]  087692012993            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3166]  087692013013            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3167]  087692013051            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3168]  087692013280            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3169]  087692013686            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3170]  087692013808            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3171]  087692013860            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3172]  087692013976            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3173]  087692014409            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3174]  087692014546            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3175]  087692014676            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3176]  087692014683            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3177]  087692016403            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3178]  087692100126            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3179]  087692212317            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3180]  087692271024            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3181]  087692300502            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3182]  087692752318            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3183]  087692821021            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3184]  087692831341            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3185]  087692832317            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3186]  087692852315            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3187]  087694003043            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3188]  087694003111            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3189]  087694006617            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3190]  087694006624            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3191]  087694006631            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3192]  08771300                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3193]  08773502                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3194]  08773900                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3195]  087752018583            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3196]  08776101                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3197]  08776509                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3198]  087800000713            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3199]  087872230605            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3200]  087872230606            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3201]  087872232609            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3202]  087872630122            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3203]  087872630139            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3204]  087872630313            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3205]  087872630375            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3206]  087872630931            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3207]  087872632218            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3208]  087872632225            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3209]  087872632232            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3210]  087872632904            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3211]  087872633369            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3212]  087872633406            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3213]  087872633635            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3214]  087872633864            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3215]  087872633901            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3216]  087872633956            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3217]  087872634014            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3218]  087872638401            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3219]  087872638425            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3220]  087958118223            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3221]  087975013501            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3222]  087975026501            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3223]  087975526506            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3224]  088004009281            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3225]  088004009373            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3226]  088004010188            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3227]  088004023850            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3228]  088004024086            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3229]  088004026172            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3230]  088004030261            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3231]  088004034146            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3232]  088004035839            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3233]  088004036188            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3234]  088004036195            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3235]  088004036201            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3236]  088004036546            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3237]  088004036553            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3238]  088004036560            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3239]  088004036904            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3240]  088004037840            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3241]  088004037857            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3242]  088004037864            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3243]  088004037871            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3244]  088004037901            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3245]  088004038557            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3246]  088004038717            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3247]  088004038731            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3248]  088004039653            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3249]  088004039660            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3250]  088004039677            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3251]  088004039936            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3252]  088004144708            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3253]  088004144722            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3254]  088004144739            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3255]  088004146689            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3256]  088076161658            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3257]  088076161863            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3258]  088076162624            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3259]  088076162655            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3260]  088076168909            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3261]  088076175051            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3262]  088076177598            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3263]  088076177789            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3264]  088076178212            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3265]  088076178243            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3266]  088076179073            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3267]  088076179080            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3268]  088076180451            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3269]  088076181540            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3270]  088076183650            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3271]  088076183728            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3272]  088076185395            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3273]  088076185494            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3274]  088076185500            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3275]  088100134511            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3276]  088100134559            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3277]  088100134573            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3278]  088100134580            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3279]  088110011130            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3280]  088110011192            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3281]  088110011307            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3282]  088110021139            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3283]  088110021191            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3284]  088110021306            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3285]  088110070052            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3286]  088110110109            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3287]  088110110307            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3288]  088110110505            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3289]  088110110604            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3290]  088110140052            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3291]  088110150501            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3292]  088110150525            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3293]  088110150556            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3294]  088110150617            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3295]  088110150624            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3296]  088110151034            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3297]  088110551056            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3298]  088110552404            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3299]  088110955311            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3300]  088110955328            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3301]  088110955335            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3302]  088110955342            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3303]  088110985042            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3304]  088110985073            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3305]  088168707450            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3306]  088320341010            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3307]  088320341034            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3308]  088320690187            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3309]  088345100050            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3310]  088345100531            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3311]  088345101514            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3312]  088352132778            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3313]  088352132815            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3314]  088474018202            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3315]  088474020205            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3316]  088544000021            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3317]  088544000052            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3318]  088544000809            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3319]  088544018156            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3320]  088544018255            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3321]  088544018262            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3322]  088544019054            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3323]  088544019139            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3324]  088544019160            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3325]  088573331011            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3326]  088573440034            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3327]  088586006517            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3328]  088586600241            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3329]  088586600258            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3330]  088586621840            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3331]  088593700200            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3332]  08860634                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3333]  088692840210            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3334]  088692860249            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3335]  088702015614            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3336]  088702015638            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3337]  088702016758            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3338]  088857001616            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3339]  088857001814            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3340]  088857003306            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3341]  088857003344            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3342]  088857010007            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[3343]  089000118359            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
